pool_idx;ulasan
1095;Tempatnya luas dari parkiran, juga ruangan didalamnya untuk saat ini ada indoor 2 ruang dan outdoor 1 taman. …
1096;Tempatnya bagus dan outdoor sudah disediakan kipas. Makan & minumnya enak sesuai dengan harganya 👍🏻 …
1097;"""Cafe ngopi yang nyaman"
1098;Bisa bikin acara formal juga, meeting kecil
1099;"Makanan nya enak …"""
1100;Estetik, makanan enak, harga minuman kisaran 25 menurut aku sesuai sama yang didapat, makanan juga harganya segituan. Food looks aesthetic and taste good. Semua diperhatikan sepertinya jadi myaman banget disini, orang-orangnya ramah. …
1101;"""Pelayannya ramah, parkir luas"
1102;"Ada ruang smoking roomnya tapi full AC🤣 kebalik bgt yak ruang terbuka hijau bagus bgt, …"""
1103;Mustep tempatnya nyaman, baristanya selalu ramah. Barusan coba caramel machiato nya (gula setengah) enakk harga emg diatas rata2 kopsu lainnya (38,5rb) tapi kerasa kok rasanya premium hehe. Suka buat kopi pagi 👍🏻😄 …
1104;Makanannya enak2👌 pelayanannya terbaik, tempatnya bersih dan sejuk, penerangan baik. …
1105;Makanannya enak semua, pesen nasi goreng dan ayam mentai, asli enak banget ga mengecewakan. Minumannya juga rasa kopinya pas banget, ga terlalu manis dan kopinya terasa. Tempatnya bersih dan dingin. Staffnya juga ramah-ramah banget. Waktu tunggu makanan dan minumannya juga ga lama. Fix bakal balik nongkrong/makan disini lagi 👍🏼👍🏼👍🏼 …
1106;"""Suasananya oke ada smoking room nya juga"
1107;"Untuk harga si lumayan pricey kalo untuk anak kuliahan"""
1108;tempat nya bagus karna skrg sdh upgrade, makanannya enak terutama fried rice,kare raisu,dan pancake nya,tapi waktu saya kesini pas bukber kemaren,pegawainya julid in customer,tapi sebelum di renovasi pegawai nya baik semua ramah semua.
1109;"""Konsepnya aku sukaa cmn utk belakangnya msh keliatan """"berantakan"""" but no need worry, kopinyaa enak😍. aku pesen Tiramisu Latte, seneng bgt ternyata dikasi eskrim jdi more creamyy jdinya dan aku salutee kopinyaa ga kemanisan jdi ditambah …"""
1110;minumanya Ok Ok banget. tempatnya nyaman dan bersih. ada smooking area juga.
1111;"""Wah ini rekomen banget sih 👌👌"
1112;"Tempatnya cozy, ga rame kendaraan juga, plus pelayanan dan makanannya murah2 tapi rasanya enak semua ❤. …"""
1113;"""Best banget tempatnya,, cozy parah,, adem."
1114;Makanan dan minuman udah pasti enak-enak.
1115;"Parkir luas pool."""
1116;"""Tempat yang nyaman buat nongkrong ataupun kerja, ada ruang terpisahnya gitu.. Oke banget"
1117;"Terus untuk minumannya top deh, makasih buat mbak barista udah rekomendasikan …"""
1118;Nice coffee, ambience and the staff so nice and helpful...thank you Mustep...
1119;Suasananya tenang,makanan enak, pegawainya ramah 👌👌 …
1120;cocok banget buat work from cafe~ tempat luas, adem dan suasana tenang. makanan juga semua ueenaakkkkk. cuma utk minuman ice buatku rasanya kurang banyak batu esnya
1121;super cozy and chill. the pastry was good. mas2nya friendly.
1122;Dari luar biasa aja. Ternyata dalamnya luas dan makanannya enak! Kopinya juga mantap rasanya. Menunya banyak juga. Tempatnya nyaman bikin betah
1123;My very first coming, and I love the place and their coffee. You gotta try their doughnut absolutely delicious.
1124;Makanannya enak, coffenya enak, kadang suka ada promonya, tempatnya dingin dan paling suka sama toiletnya bersih
1125;Banyak dessertnya di sini dan enak-enak! Suasana jg enak tenang ga begitu ramai, harga standar, area indoornya ga begitu luas sayangnya.
1126;Pelayanan ok.. minuman kopi standar,, cemilan enak dan penyajian cemilan cantik.. rekomended buat nongkrong bareng teman, pasangan ..
1127;cafe ada indoor dan outdoor. suasana di indoor nyaman tidak berisik seperti kafe pada umumnya di kota cantik. menu makanan enak. untuk jenis makanan dan minuman cukup banyak
1128;Tempatnya cocok buat nugas 👌👌 …
1129;Cozy buat ngerjain dan nongkrong, wifi dan colokan aman
1130;Minuman dan makanannya enak, terus suasananya juga nyaman. Bisa dijadikan salah satu tempat untuk yg mau kerja juga 🤭 …
1131;Enak banget inii😓😓, apalagi nasgornya +telur setengah mateng nyaaa!! 🫶🫶, deket rumah lagi haha 😆 …
1132;Terenak sih ini Mentaiko kokku nya 😍😍 …
1133;"""Tempatnya lumayan, yg menurutku gak fair itu, gak ada harganya di menu."
1134;"Terkesan menutupi harga."""
1135;one of the best coffee shop in town! love their hot cappuccino. Cozy place, affordable price and friendly staff. Indoor and outdoor seating available. Bakal balik lagii kesini. highly recommend!
1136;Kopinya enak dan qualified karena dibikin sma ahlinya, tempatnya extremely convenient buat kerja, dan buat Asosial seperti saya yg suka ngopi sendirian sangat cocok dan recommended👌 …
1137;Best coffeeshop in Palangkaraya City (In my opinion). The food was great, coffee was awesome, and the ambience as I expected, cozy, calm, it's a nice place afterall!
1138;Tempatnya cozy banget, cocok buat nyantai sendiri atau rame”. Buat para penikmat coffee sangat recomend nih tempat
1139;Greatest coffee that I’ve ever had
1140;tempatnya super comfy bangetbdan aesthetic cocok banget jadi spot photo , kopinyaa juga enak banget
1141;Tempatnya nyaman utk ngobrol2 sama teman. Minumannya jg enak 4/5
1142;"""Tempatnya ciamik"
1143;Parkirnya luas banget👍🏻
1144;"Baru sekali sih kesitu jd belum eksplore semua snack n drink nya …"""
1145;Biasa aja, camilan juga kurang komplit
1146;ini tempat gila parah, cozy bangettt, pelayannya juga good looking, ganteng dan cantik, kopinya enak.
1147;For those of you who looking for a good coffee and a nice ambience, I insist u guys to come and check this place out! Their staffs also very friendly and all is just good! Best coffee shop in palangka
1148;Suasana Ngopi santai dan Sangat Nyaman, dengan pelayanan Terbaik. Pencinta Kopi Wajib ke sini ya
1149;Tempatnya oke aja sih dan free Wi-Fi.
1150;"""Best Cafe in Palangka! Pilihan menu beragam, affordable price, tempat nyaman."
1151;"Ditambah service yang friendly dan barista yg mirip oppa korea"""
1152;Tempatnya asyik, nyaman, & santai
1153;Tempatnya keren... parkirnya luas,nga bising,kalian wajib ksni all
1154;Lokasi tenang, dengan parkir yg cukup luas. Pilihan menu cukup.
1155;enak buat santai.. nongki2 sm teman2.. tenang lokasinya.
1156;kerenn dan interisting bgt pokony tempat ny,,bikin relax jgaa ') bgs lh pokokny
1157;Tempat yang cocok buat kumpul bareng teman maupun produktif sambil buka laptop 🤩 …
1158;Enak untuk nongki bersama teman, dan tempatnya sangat tenang.
1159;Tempat nya enak buat nongkrong dan kerja. Rekomendasi!
1160;great coffee served here with a good ambience. def will go back here again!
1161;Wajib Kesini sih, gila konsep bagus, beans pilihan, harga oke 👍👍👍 …
1162;Coffee is smooth and tasty! Chilled place to hang out. Air con. Pastries!
1163;Tempat yg nyaman untuk santai dengan teman-teman.
1164;Mustep. Id menyediakan working space untuk para pengunjung dan tempat santai juga.
1165;Mentainya rekomended banget, super enak.
1166;Coffeshop keren, working space bisa, santai juga bisa di backyard
1167;Minumannya enak, dan outdoornya keren
1168;Tempatnya nyaman, parkirnya luas
1169;Cafe dengan suasana yang nyaman jika duduk di belakang
1170;Tempat ngopi santai yang jauh dari kebisingan kendaraan lewat
1171;tempat nya bagus
1172;Tempatnya Nyaman Buat Nyantai
1173;Tempat bagus dan sangat nyaman
1174;Cozyy
1175;Suasana nyaman dan tenang
1176;Makanannya enak
1177;🤤🤤🤤 …
1178;Enak kopinya
1179;Joss
1180;Tempatnya cozy
1181;Mantaps
1182;Good coffee, for good people
1183;Best cafe in town
1184;Love the ambience
1185;Sip
1186;Mantul...👍👍👍 …
1187;Suka kopi...
1188;Tempatnya asik dengan tema naturalis, klasik dan comfy. Playlist musiknya mantap, sesuai sama lagu yang lagi trend dan mostly lagu indie. Pelayannya ramah, space nya cocok buat nugas, nongkrong atau diskusi santai. Terus harganya juga bersahabat. Selain itu juga ada cermin yang cocok buat spot foto disini. Recommended pokoknya👍 …
1189;"""Tempatnya bagus, luas dan pas untuk nongkrong dengan teman juga ngerjakan tgs."
1190;Untuk foto estetik sih.
1191;"Kalau termasuk hidden place karena ditengah pemukiman penduduk, jadi masuk …"""
1192;"""Makanannya sukakkkk"
1193;Apalagi matchanya fav bgt bnr bnr asli matcha yang ga dibkin manis 😍
1194;"Tapi kalau udh jam 8an ke atas ga wort it buat ngerjakan tugas karna cafenya …"""
1195;Tempatnya bagus banget tema industrial gitu, ada indoor dan outdoor, yang mau nugas bisa karena ada wifi dan colokan chargernya, banyak spot foto
1196;"""nunggu kentang goreng nya aja sampe 1 jam, pas dateng asin banget lagi."
1197;"Ternyata beli offline atau online sama aja, lama banget."""
1198;Kopi sama tempatnya enak, ada wifi gratis dan pelayanannya ramah
1199;Tempat nongkrong yang nyaman, apalagi di outdoornya. Minuman ada yg based coffee, ada yg non coffee juga. Pelayanannya oke dan ramah. Dipertahankan selalu ya! Next time mau nyobain makanannya sih🫶🏼 …
1200;Tempat ngopi yang cozy, nyaman banget disini makanan dan minumannya juga enak. Recommended banget deh pokoknya
1201;Rame, seru, baristanya cakep n ramah. Banyak menu mulai dari snack kopi non cofea jg ada. Klo mau menu yg berat2, mereka ready jg rice bowl
1202;Dimsum mentai nya endullll dagingnya berasa ...
1203;"""kafe terbaik di palangkaraya👍"
1204;"biar rating yang menjelaskan …"""
1205;"""keren tempat ny"
1206;buat nongki di malming cocok bgt
1207;"tata letak barista nya juga menarik"""
1208;Suka dengan desainnya coffee shop nya, bikin tenang dan kopinya jg enak,, makannya pun enak
1209;"""Sebagai masukan untuk peningkatan.."
1210;"Sangat ramah .. …"""
1211;Makanan agak kurang, rasa kopinya standar. Harga jg standar. Pelayanan oke sih tp. Cm mungkin krn ini cafe hitz ya jd ramai beut, agak ga cocok utk yg ga gitu suka suasana ramai.
1212;Tempatnya nyaman banget. Enak buat santai, nugas atau pun menghabiskan waktu bareng sahabat. Minumannya enak2. Sayang lupa foto2, krn keasikan ngobrol hehehe
1213;Tempatnya instagamable. Kopinya enak
1214;tempatnya bagus, rame makanan dan minumannya juga enak cuman pelayanannya perlu ditingkatkan lagi
1215;pelayanan lama, sudah pesan hampir satu jam ga dateng dateng, dua kali bilang ke kasir katanya sebentar lagi, ternyata katanya gatau kalo blm di antar
1216;Banyak ciwi cantik kisaran jam 6 sampai jam 8, tempatnya sederhana & parkiran nya luas, enak buat ngobrol sambil nongki krn jauh dr suara bising kendaraan.
1217;Tempatnya nyaman banget, menu paling enak sedunianya adalah dimsum mentai. Udah 2x syuting di sini, hasilnya keren, karyawannya ramah
1218;Cody, cozy, and, comfy. One of best spot in town to chill and hang around.
1219;Tempat bagus, harga minuman tergolong mahal. Makanan masih ok harganya masih masuk akal.
1220;Awesome place, good vibes. Cocok untuk anak muda dan yg telah berkeluarga krna juga di sediakam baby chair 👌🏻 …
1221;Menu lengkap, varian banyak, tempat nyaman, dan yang terpenting toilet sangat bersih
1222;Nice place nice food...
1223;Tempatnya bagus
1224;Suasana nongkrong dan minum kopi yg menyenangan
1225;Tempatnya nyaman untuk berkumpul bersama teman ataupun pasangan.
1226;Suasananya enak untuk santai dan cocok utk keluarga
1227;Tempatnya enak, kopinya mantap
1228;"""Enak rasanya."
1229;"Tempat langganan kami"""
1230;Sangat lama pembuatannya
1231;Tempat nya bagusss ❣️❣️
1232;Beverage good, affordable, cozy place
1233;Nuansa santai di sini tempatnya
1234;Pas kopi nya
1235;Tempatnya bagus terus ramah di kantong juga harganya dan instagramable or tiktokable karena ada banyak spot spot keren juga ,,, pelayanannya bagus cepat dan semoga tempat ini semakin ramai
1236;Tempatnya estetik untuk foto, nongkrong dengan teman, nyaman untuk kursi dan meja banyak spot. Bahkan kerja bisa karna ada wifi free juga. …
1237;tempatnya nyaman, adem, dan kopi susunya uenakn banget, trus otak otaknya uenakkkkk ..
1238;Rekomended buat santai
1239;Semuanya oke dan mantap 👍👍👍 …
1240;"""Tempatnya nyaman, minuman sama makanannya enak🫶🏻"
1241;Harganya terjangkau
1242;"Wifinya kencang👍🏻 …"""
1243;Minuman nya enak-enak, cocok banget buat anak muda yg butuh healing.
1244;Tempatnya keren enak buat santai atau sambil nugas dengan teman-teman, makanan dan minumannya juga enak dan juga dari segi pelayanan barista nya ramah-ramah.
1245;Sangat nyaman dan membuat kami ingin nongkrong disini terus karena pelayanan yang ramah dan makanan yang enak
1246;"""Makanan, layanan, Suasana Terbaiikk pokoknya"
1247;"🫶🏻💖💖 …"""
1248;Tempatnya sangat nyaman dan makanannya enak
1249;Enak banget suasananya cocok buat nongkrong ngerjain tugas intinya bagus lah
1250;Tempatnya nyaman makanannya enak pelayanan ramah. The best lah pokoknya
1251;Makanannya enak banget, minuma mocktail nya juara sih, terus kopi nya juga enak pol,  ditambah space nya luas banget, aman untuk acata komunitas dan sekedar santai pun oke banget.. suka banget sama tempat dan menunya.
1252;Suka banget sih sama kafe ini, bagi yang suka kopi paket komplit. Kopi,  adem, smoking room, clean toilet, dan pelayanannya ramah. …
1253;First time went to this place with my friends. The place looked beautiful and authentic. Here we can watch events together such as football match, life music, movie, etc. Overall, delicious foods, comfortable place and good service 👍🏻 …
1254;"""Suasana Nyaman"
1255;"Makanan dan minuman mantap"""
1256;Makanan oke, tempat bersih, wifi kencang, bagus buat ngajak tamu atau klien 👍 …
1257;Makanannya mantap, tempatnya cozy, harganya terjangkau, sangat rekomen buat nongkrong
1258;tempat nya enak bgt,makanan dan minuman nya juga best bgt sih ditambah crew nya cakep2 semua hihi
1259;"""Susana nyaman, rasa mantap, harga pas"
1260;"Cocok buat nyantai, ngerjain tugas2 kuliah dan kerjaan kantor"""
1261;Makanannya enak, ambiencenya cozy banget. Best place to enjoy di kota palangkaraya
1262;Areanya luas, pilihan makanan dan minumannya beragam. Cocok untuk kumpul ataupun WFC.
1263;Makanannya oke, suasananya jg comfy & cukup enak
1264;Makanannya dan suasananya nyaman
1265;icalnya gantengg😻 …
1266;Nice Place, Good Serve & Delicious!
1267;Kasir nya cakep banget
1268;Recommended
1269;Saya dari user gofood, karena gofood gabisa ngasi review kalo belum beli, jadi saya izin ngasi review di sini. Mau nyaranin aja, semisal makanan habis tolong banget ngomong sama customer atau batalin pesanan customernya. Jangan pas driver …
1270;"""TAGUK HA SEKARANG BEDA DENGAN TAGUK HA YANG DULU."
1271;"DULU ORDERAN GOJEK CEPAT SELESAI SEKARANG BEGITU LAMA. …"""
1272;"""Tempak berkumpul yg asik dengan harga yg bersahabat"
1273;"saran aja buat makanan jangan menggunakan tisu wajah untuk alas makanan , tisu buat khusus makanan sudah ada 👌🏼 …"""
1274;Aku pesan kentang goreng dikit bet woy, gak kayak punya temen aku yg sedikit lebih banyak dari pada punyaku. Apa di sini jualan gak ditimbang dulu yaa?. Lalu teman saya mesan lumpia goreng yg datang malah kentang goreng.
1275;Cafe ini harganya terjangkau, porsinya cukup banyak, tersedia banyak bangku di berbagai titik. Punya rooftop yg viewnua cantik, masih instagramable cocok banget buat anak muda.
1276;Pelayanan nyaman dan tempatnya bagus, budget sesuai kantong mahasiswa
1277;Tempat nongkrong nya anak Palangkaraya nih.. selalu rame klo malam hari.. Tempat nya enak bisa indoor outdoor interiornya jg keren..
1278;"""klo malming rame bgt sampe g ad tmpt bt nongki"
1279;tmpt ini sangat recommended bgt
1280;"snack ny murah, minuman ny juga murah"""
1281;tidak ramah pelayanannya. masa meja kotor minta tolong dibersihin malah di bersihin samphnya doang bekas nya gk dilap. pas minta tolong buat ngelap meja malah disuruh ngelap sendiri ambil kainnya dibawah. gimana sih bikin mood hancur aja
1282;"""Minumannya terbilang enak2."
1283;Antrinya aja yg agak padat, kebetulan saat itu siang menjelang sore.
1284;"Kalo tidak teliti, antrian kita bisa keserobot seperti 2x pengalaman teman yg …"""
1285;Tempatnya nyaman estetik dan menunya enak²
1286;Enak tenang n view nya ok
1287;Pelayanan bagus, makanan enak
1288;Tempatnya asik buat nobgkrong, minumannya juga enak dan variatif
1289;"""Maaf, biasa banar.."
1290;"Mie gorengnya banyah aka. lembek.. Minta tambah telor dadar di mie gorengnya ga bisa.. …"""
1291;Enak rekomendasi sihh buat pelajarr
1292;Cafe yang strategis di kota Palangka Raya bertempat di jalan Yos Sudarso. Tempat ini biasa di datangi anak muda yaitu terutama mahasiswa-mahasiswa, karena tempat yang cocok untuk mengerjakan tugas kuliah dan harga bagi mahasiswa. Selain itu …
1293;"""Pelayanannya ramah"
1294;"Tempat nongkrong enak apalagi ada rooftop nya"""
1295;Tidak ramah,, saya minta sendok ga dikasih, disuruh ambil sendiri.. diman2 pelayan yg ambilkan, dan pelayan bolak balik lewat meja aku, gak juga dibawain sendok.
